title,authors,url,abstract,abstract_ja,avg_rating,figure1_or_table1
Accelerating Convergence of Replica Exchange Stochastic Gradient MCMC via Variance Reduction,"['Wei Deng', 'Qi Feng', 'Georgios P. Karagiannis', 'Guang Lin', 'Faming Liang']",https://openreview.net/forum?id=iOnhIy-a-0n,"Replica exchange stochastic gradient Langevin dynamics (reSGLD) has shown promise in accelerating the convergence in non-convex learning; however, an excessively large correction for avoiding biases from noisy energy estimators has limited the potential of the acceleration. To address this issue, we study the variance reduction for noisy energy estimators, which promotes much more effective swaps. Theoretically, we provide a non-asymptotic analysis on the exponential convergence for the underlying continuous-time Markov jump process; moreover, we consider a generalized Girsanov theorem which includes the change of Poisson measure to overcome the crude discretization based on the Gr\""{o}wall's inequality and yields a much tighter error in the 2-Wasserstein ($\mathcal{W}_2$) distance. Numerically, we conduct extensive experiments and obtain state-of-the-art results in optimization and uncertainty estimates for synthetic experiments and image data.",レプリカ交換確率勾配ランジュバンダイナミクス（reSGLD）は、非凸学習の収束を加速する可能性を示しています。ただし、ノイズの多いエネルギー推定器からのバイアスを回避するための過度に大きな補正は、加速の可能性を制限しました。この問題に対処するために、ノイズの多いエネルギー推定量の分散減少を研究します。これにより、はるかに効果的なスワップが促進されます。理論的には、基礎となる連続時間マルコフジャンププロセスの指数収束に関する非漸近解析を提供します。さらに、グロウォールの不等式に基づく粗い離散化を克服するためのポアソン測度の変更を含む一般化されたギルサノフの定理を検討し、2ワッサーシュタイン（W2）距離ではるかに厳密な誤差を生成します。数値的には、広範な実験を実施し、合成実験と画像データの最適化と不確実性の推定において最先端の結果を取得しています。,6.25,https://d3i71xaburhd42.cloudfront.net/45d17f397fe04cc25aeeee5e0872bcbf85e9aedc/2-Figure1-1.png
ResNet After All: Neural ODEs and Their Numerical Solution,"['Katharina Ott', 'Prateek Katiyar', 'Philipp Hennig', 'Michael Tiemann']",https://openreview.net/forum?id=HxzSxSxLOJZ,"A key appeal of the recently proposed Neural Ordinary Differential Equation (ODE) framework is that it seems to provide a continuous-time extension of discrete residual neural networks. 
As we show herein, though, trained Neural ODE models actually depend on the specific numerical method used during training.
If the trained model is supposed to be a flow generated from an ODE, it should be possible to choose another numerical solver with equal or smaller numerical error without loss of performance.
We observe that if training relies on a solver with overly coarse discretization, then testing with another solver of equal or smaller numerical error results in a sharp drop in accuracy. 
In such cases, the combination of vector field and numerical method cannot be interpreted as a flow generated from an ODE, which arguably poses a fatal breakdown of the Neural ODE concept.
We observe, however, that there exists a critical step size beyond which the training yields a valid ODE vector field. 
We propose a method that monitors the behavior of the ODE solver during training to adapt its step size, aiming to ensure a valid ODE without unnecessarily increasing computational cost.
We verify this adaption algorithm on a common bench mark dataset as well as a synthetic dataset. 
",最近提案されたニューラル常微分方程式（ODE）フレームワークの主な魅力は、離散残余ニューラルネットワークの連続時間拡張を提供するように見えることです。ただし、ここで示すように、トレーニングされたニューラルODEモデルは、実際にはトレーニング中に使用された特定の数値手法に依存します。トレーニングされたモデルがODEから生成されたフローであると想定される場合、パフォーマンスを損なうことなく、同等以下の数値誤差を持つ別の数値ソルバーを選択できるはずです。トレーニングが過度に粗い離散化のソルバーに依存している場合、数値誤差が等しいかそれよりも小さい別のソルバーでテストすると、精度が大幅に低下することがわかります。このような場合、ベクトル場と数値解法の組み合わせは、ODEから生成されたフローとして解釈することはできません。これは、間違いなく、ニューラルODEの概念の致命的な崩壊を引き起こします。ただし、それを超えるとトレーニングによって有効なODEベクトル場が生成される重要なステップサイズが存在することがわかります。トレーニング中にODEソルバーの動作を監視してステップサイズを適応させる方法を提案し、計算コストを不必要に増加させることなく有効なODEを確保することを目指します。この適応アルゴリズムは、一般的なベンチマークデータセットと合成データセットで検証します。,6.25,
"Kanerva++: Extending the Kanerva Machine With Differentiable, Locally Block Allocated Latent Memory","['Jason Ramapuram', 'Yan Wu', 'Alexandros Kalousis']",https://openreview.net/forum?id=QoWatN-b8T,"Episodic and semantic memory are critical components of the human memory model. The theory of complementary learning system (McClelland et al., 1995) suggests that the compressed representation produced by a serial event (episodic memory) is later restructured to build a more generalized form of reusable knowledge (semantic memory). In this work, we develop a new principled Bayesian memory allocation scheme that bridges the gap between episodic and semantic memory via a hierarchical latent variable model. We take inspiration from traditional heap allocation and extend the idea of locally contiguous memory to the Kanerva Machine, enabling a novel differentiable block allocated latent memory. In contrast to the Kanerva Machine, we simplify the process of memory writing by treating it as a fully feed forward deterministic process, relying on the stochasticity of the read key distribution to disperse information within the memory. We demonstrate that this allocation scheme improves performance in conditional image generation, resulting in new state-of-the-art likelihood values on binarized MNIST (≤41.58 nats/image) , binarized Omniglot (≤66.24 nats/image), as well as presenting competitive performance on CIFAR10, DMLab Mazes, Celeb-A and ImageNet32×32.",エピソード記憶と意味記憶は、人間の記憶モデルの重要な要素です。補完的学習システムの理論（McClelland et al。、1995）は、シリアルイベント（エピソード記憶）によって生成された圧縮表現が後で再構築されて、より一般化された形式の再利用可能な知識（意味記憶）を構築することを示唆しています。この作業では、階層的潜在変数モデルを介してエピソード記憶と意味記憶の間のギャップを埋める新しい原理的なベイズ記憶割り当てスキームを開発します。従来のヒープ割り当てからインスピレーションを得て、ローカルで隣接するメモリのアイデアをKanerva Machineに拡張し、新しい差別化可能なブロック割り当ての潜在メモリを実現します。 Kanerva Machineとは対照的に、メモリ内に情報を分散するために読み取りキー分布の確率論に依存して、完全なフィードフォワード決定論的プロセスとして扱うことにより、メモリ書き込みのプロセスを簡素化します。この割り当てスキームにより、条件付き画像生成のパフォーマンスが向上し、2値化されたMNIST（41.58 nats / image）、2値化されたOmniglot（66.24 nats / image）で新しい最先端の尤度値が得られ、競争力のあるパフォーマンスが得られることを示します。 CIFAR10、DMLab Mazes、Celeb-A、ImageNet3232で。,6.25,
Robust and Generalizable Visual Representation Learning via Random Convolutions,"['Zhenlin Xu', 'Deyi Liu', 'Junlin Yang', 'Colin Raffel', 'Marc Niethammer']",https://openreview.net/forum?id=BVSM0x3EDK6,"While successful for various computer vision tasks, deep neural networks have shown to be vulnerable to texture style shifts and small perturbations to which humans are robust. In this work, we show that the robustness of neural networks can be greatly improved through the use of random convolutions as data augmentation. Random convolutions are approximately shape-preserving and may distort local textures. Intuitively, randomized convolutions create an infinite number of new domains with similar global shapes but random local texture. Therefore, we explore using outputs of multi-scale random convolutions as new images or mixing them with the original images during training. When applying a network trained with our approach to unseen domains, our method consistently improves the performance on domain generalization benchmarks and is scalable to ImageNet. In particular, in the challenging scenario of generalizing to the sketch domain in PACS and to ImageNet-Sketch, our method outperforms state-of-art methods by a large margin. More interestingly, our method can benefit downstream tasks by providing a more robust pretrained visual representation.",ディープニューラルネットワークは、さまざまなコンピュータービジョンのタスクで成功しますが、テクスチャスタイルの変化や人間が頑強な小さな摂動に対して脆弱であることが示されています。この作業では、データの拡張としてランダムな畳み込みを使用することで、ニューラルネットワークの堅牢性を大幅に向上できることを示します。ランダムな畳み込みはほぼ形状を保持し、ローカルテクスチャを歪める可能性があります。直感的に、ランダム化された畳み込みは、類似したグローバル形状であるがランダムなローカルテクスチャを持つ無数の新しいドメインを作成します。したがって、マルチスケールランダム畳み込みの出力を新しい画像として使用するか、トレーニング中に元の画像と混合することを検討します。見えないドメインへのアプローチでトレーニングされたネットワークを適用する場合、私たちの方法は、ドメイン一般化ベンチマークのパフォーマンスを一貫して改善し、ImageNetにスケーラブルです。特に、PACSのスケッチドメインとImageNet-Sketchに一般化するという難しいシナリオでは、私たちの方法は最先端の方法を大幅に上回っています。さらに興味深いことに、私たちの方法は、より堅牢な事前トレーニング済みの視覚的表現を提供することにより、ダウンストリームタスクに利益をもたらすことができます。,6.25,https://d3i71xaburhd42.cloudfront.net/b27ad18e20d27efe8a9fbc54b1c2dcef8b2da19f/2-Figure1-1.png
Towards Machine Ethics with Language Models,"['Dan Hendrycks', 'Collin Burns', 'Steven Basart', 'Andrew Critch', 'Jerry Li', 'Dawn Song', 'Jacob Steinhardt']",https://openreview.net/forum?id=dNy_RKzJacY,"We show how to assess a language model's knowledge of basic concepts of morality. We introduce the ETHICS dataset, a new benchmark that spans concepts in justice, well-being, duties, virtues, and commonsense morality. Models predict widespread moral judgments about diverse text scenarios. This requires connecting physical and social world knowledge to value judgements, a capability that may enable us to steer chatbot outputs or eventually regularize open-ended reinforcement learning agents. With the ETHICS dataset, we find that current language models have a promising but incomplete ability to predict basic human ethical judgements. Our work shows that progress can be made on machine ethics today, and it provides a steppingstone toward AI that is aligned with human values.",道徳の基本的な概念の言語モデルの知識を評価する方法を示します。正義、幸福、義務、美徳、常識的な道徳の概念にまたがる新しいベンチマークであるETHICSデータセットを紹介します。モデルは、多様なテキストシナリオに関する広範な道徳的判断を予測します。これには、物理​​的および社会的世界の知識を価値判断に結び付ける必要があります。これは、チャットボットの出力を操作したり、最終的にはオープンエンドの強化学習エージェントを正規化したりできる機能です。 ETHICSデータセットを使用すると、現在の言語モデルには、基本的な人間の倫理的判断を予測するための有望であるが不完全な能力があることがわかります。私たちの仕事は、今日の機械倫理が進歩する可能性があることを示しており、人間の価値観に沿ったAIへの足がかりを提供します。,6.25,
Variational State-Space Models for Localisation and Dense 3D Mapping in 6 DoF,"['Atanas Mirchev', 'Baris Kayalibay', 'Patrick van der Smagt', 'Justin Bayer']",https://openreview.net/forum?id=XAS3uKeFWj,"We solve the problem of 6-DoF localisation and 3D dense reconstruction in spatial environments as approximate Bayesian inference in a deep state-space model. Our approach leverages both learning and domain knowledge from multiple-view geometry and rigid-body dynamics. This results in an expressive predictive model of the world, often missing in current state-of-the-art visual SLAM solutions. The combination of variational inference, neural networks and a differentiable raycaster ensures that our model is amenable to end-to-end gradient-based optimisation. We evaluate our approach on realistic unmanned aerial vehicle flight data, nearing the performance of state-of-the-art visual-inertial odometry systems.
We demonstrate the applicability of the model to generative prediction and planning.
",深い状態空間モデルにおける近似ベイズ推定として、空間環境における6-DoFローカリゼーションと3D高密度再構成の問題を解決します。私たちのアプローチは、マルチビュージオメトリと剛体力学からの学習とドメイン知識の両方を活用します。これにより、世界の表現力豊かな予測モデルが生まれ、現在の最先端のビジュアルSLAMソリューションには見落とされがちです。変分推論、ニューラルネットワーク、および微分可能なレイキャスターの組み合わせにより、モデルがエンドツーエンドの勾配ベースの最適化に適していることが保証されます。最先端の視覚的慣性走行距離測定システムの性能に近づき、現実的な無人航空機の飛行データに対するアプローチを評価します。モデルの生成的予測と計画への適用可能性を示します。,6.25,https://d3i71xaburhd42.cloudfront.net/32d88170812ea8295536a4ecb1976b94ce5622ec/1-Figure1-1.png
Class Normalization for Zero-Shot Learning,"['Ivan Skorokhodov', 'Mohamed Elhoseiny']",https://openreview.net/forum?id=7pgFL2Dkyyy,"Normalization techniques have proved to be a crucial ingredient of successful training in a traditional supervised learning regime. However, in zero-shot learning (ZSL) world, these ideas have recieved only marginal attention. In this work, we study normalization in ZSL scenario from both theoretical and practical perspectives. First, we give a theoretical explanation to two popular tricks used in zero-shot learning: normalize+scale and attributes normalization and show that they help training by preserving variance during a forward pass. Next, we demonstrate that they are insufficient to normalize a deep ZSL model and propose class normalization: a normalization scheme, which alleviates this issue both provably and in practice. Third, we show that ZSL models typically have more irregular loss surface compared to traditional classifiers and that the proposed method partially remedies this problem. Then, we test our approach on 4 standard ZSL datasets and outperform sophisticated modern SotA with a simple MLP optimized without any bells and whistles and having ~50 times faster training speed. Finally, we generalize ZSL to a broader problem — continual ZSL, and introduce some principled metrics and rigorous baselines for this new setup. The code will be made available. ",正規化手法は、従来の教師あり学習体制でトレーニングを成功させるための重要な要素であることが証明されています。ただし、ゼロショット学習（ZSL）の世界では、これらのアイデアはごくわずかな注目しか受けていません。この作業では、理論的および実践的な観点から、ZSLシナリオでの正規化を研究します。最初に、ゼロショット学習で使用される2つの一般的なトリックである正規化+スケールと属性の正規化について理論的に説明し、フォワードパス中に分散を維持することでトレーニングに役立つことを示します。次に、ディープZSLモデルを正規化するには不十分であることを示し、クラスの正規化を提案します。正規化スキームは、この問題を証明可能かつ実際に軽減します。第三に、ZSLモデルは通常、従来の分類器と比較してより不規則な損失面を持ち、提案された方法がこの問題を部分的に改善することを示します。次に、4つの標準ZSLデータセットでアプローチをテストし、ベルやホイッスルなしで最適化され、トレーニング速度が50倍速いシンプルなMLPを使用して、洗練された最新のSotAを上回ります。最後に、ZSLをより広範な問題の継続的なZSLに一般化し、この新しいセットアップのいくつかの原則的なメトリックと厳密なベースラインを紹介します。コードが利用可能になります。,6.25,
Reducing the Computational Cost of Deep Generative Models with Binary Neural Networks,"['Thomas Bird', 'Friso Kingma', 'David Barber']",https://openreview.net/forum?id=sTeoJiB4uR,"Deep generative models provide a powerful set of tools to understand real-world data. But as these models improve, they increase in size and complexity, so their computational cost in memory and execution time grows. Using binary weights in neural networks is one method which has shown promise in reducing this cost. However, whether binary neural networks can be used in generative models is an open problem. In this work we show, for the first time, that we can successfully train generative models which utilize binary neural networks. This reduces the computational cost of the models massively. We develop a new class of binary weight normalization, and provide insights for architecture designs of these binarized generative models. We demonstrate that two state-of-the-art deep generative models, the ResNet VAE and Flow++ models, can be binarized effectively using these techniques. We train binary models that achieve loss values close to those of the regular models but are 90%-94% smaller in size, and also allow significant speed-ups in execution time.",深い生成モデルは、実世界のデータを理解するための強力なツールセットを提供します。ただし、これらのモデルが改善されると、サイズと複雑さが増すため、メモリと実行時間の計算コストが増大します。ニューラルネットワークでバイナリウェイトを使用することは、このコストを削減する上で有望であることが示されている1つの方法です。ただし、バイナリニューラルネットワークを生成モデルで使用できるかどうかは、未解決の問題です。この作業では、バイナリニューラルネットワークを利用する生成モデルを正常にトレーニングできることを初めて示します。これにより、モデルの計算コストが大幅に削減されます。新しいクラスのバイナリ重み正規化を開発し、これらのバイナリ化された生成モデルのアーキテクチャ設計に関する洞察を提供します。これらの手法を使用して、ResNetVAEモデルとFlow ++モデルの2つの最先端の深層生成モデルを効果的に2値化できることを示します。通常のモデルに近い損失値を達成するが90であるバイナリモデルをトレーニングします,6.25,
Adversarially-Trained Deep Nets Transfer Better,"['Francisco Utrera', 'Evan Kravitz', 'N. Benjamin Erichson', 'Rajiv Khanna', 'Michael W. Mahoney']",https://openreview.net/forum?id=ijJZbomCJIm,"Transfer learning has emerged as a powerful methodology for adapting pre-trained deep neural networks on image recognition tasks to new domains. This process consists of taking a neural network pre-trained on a large feature-rich source dataset, freezing the early layers that encode essential generic image properties, and then fine-tuning the last few layers in order to capture specific information related to the target situation. This approach is particularly useful when only limited or weakly labeled data are available for the new task. In this work, we demonstrate that adversarially-trained models transfer better than non-adversarially-trained models, especially if only limited data are available for the new domain task. Further, we observe that adversarial training biases the learnt representations to retaining shapes, as opposed to textures, which impacts the transferability of the source models. Finally, through the lens of influence functions, we discover that transferred adversarially-trained models contain more human-identifiable semantic information, which explains -- at least partly -- why adversarially-trained models transfer better.",転移学習は、画像認識タスクで事前にトレーニングされたディープニューラルネットワークを新しいドメインに適応させるための強力な方法論として登場しました。このプロセスは、大規模な機能豊富なソースデータセットで事前トレーニングされたニューラルネットワークを取得し、重要な一般的な画像プロパティをエンコードする初期レイヤーをフリーズし、ターゲットに関連する特定の情報をキャプチャするために最後の数レイヤーを微調整することで構成されます状況。このアプローチは、新しいタスクで使用できるデータが限られているか、ラベルが弱い場合に特に役立ちます。この作業では、特に新しいドメインタスクで利用できるデータが限られている場合に、敵対的に訓練されたモデルが非敵対的に訓練されたモデルよりも転送が優れていることを示します。さらに、敵対的なトレーニングは、ソースモデルの転送可能性に影響を与えるテクスチャではなく、学習した表現を保持する形状にバイアスすることを観察します。最後に、影響関数のレンズを通して、転送された敵対的に訓練されたモデルには、より多くの人間が識別可能なセマンティック情報が含まれていることを発見します。,6.25,
Using latent space regression to analyze and leverage compositionality in GANs,"['Lucy Chai', 'Jonas Wulff', 'Phillip Isola']",https://openreview.net/forum?id=sjuuTm4vj0,"In recent years, Generative Adversarial Networks have become ubiquitous in both research and public perception, but how GANs convert an unstructured latent code to coherent, high quality output is still an open question. In this work, we investigate regression into the latent space as a probe to understand the compositional properties of GANs. We find that combining the regressor and a pretrained generator provides a strong image prior, allowing us to create composite images from a collage of random image parts at inference time and leverage the generator to rectify the inconsistencies. To compare compositional properties across different generators, we measure the trade-offs between reconstruction of the unrealistic input and image quality of the regenerated samples. We find that the regression approach enables more localized editing of individual image parts compared to direct editing in the latent space, and we conduct experiments to quantify this independence effect. Our method is agnostic to how image parts are extracted, and does not require explicit labelled knowledge of concepts during training. Because this approach only uses a single feed-forward pass, it can operate in real-time and also perform a number of related applications, such as image inpainting or example-based image editing. We demonstrate its effectiveness on several GANs and datasets.",近年、Generative Adversarial Networksは、研究と一般の認識の両方でユビキタスになっていますが、GANが非構造化潜在コードを一貫性のある高品質の出力に変換する方法は未解決の問題です。この作業では、GANの構成特性を理解するためのプローブとして、潜在空間への回帰を調査します。リグレッサと事前トレーニング済みジェネレータを組み合わせると、事前に強力な画像が提供され、推論時にランダムな画像パーツのコラージュから合成画像を作成し、ジェネレータを利用して不整合を修正できることがわかります。異なるジェネレーター間で組成特性を比較するために、非現実的な入力の再構成と再生されたサンプルの画質との間のトレードオフを測定します。回帰アプローチでは、潜在空間での直接編集と比較して、個々の画像部分のより局所的な編集が可能であることがわかり、この独立効果を定量化するための実験を行います。私たちの方法は、画像部分がどのように抽出されるかにとらわれず、トレーニング中に概念の明示的なラベル付きの知識を必要としません。このアプローチは単一のフィードフォワードパスのみを使用するため、リアルタイムで動作し、画像の修復や例に基づく画像編集など、関連する多くのアプリケーションを実行することもできます。いくつかのGANとデータセットでその有効性を示します。,6.25,
Local Convergence Analysis of Gradient Descent Ascent with Finite Timescale Separation,"['Tanner Fiez', 'Lillian J Ratliff']",https://openreview.net/forum?id=AWOSz_mMAPx,"We study the role that a finite timescale separation parameter $\tau$ has on gradient descent-ascent in non-convex, non-concave zero-sum games where the learning rate of player 1 is denoted by $\gamma_1$ and the learning rate of player 2 is defined to be $\gamma_2=\tau\gamma_1$. We show there exists  a finite timescale separation parameter $\tau^{\ast}$ such that $x^{\ast}$ is a stable critical point of gradient descent-ascent for all $\tau \in (\tau^{\ast}, \infty)$ if and only if it is a strict local minmax equilibrium.  Moreover, we provide an explicit construction for computing $\tau^{\ast}$ along with corresponding convergence rates. The convergence results we present are complemented by a non-convergence result: given a critical point $x^{\ast}$ that is not a strict local minmax equilibrium, there exists a finite timescale separation $\tau_0$ such that $x^{\ast}$ is unstable for all $\tau\in (\tau_0, \infty)$. Finally, we extend the results to gradient penalty regularization methods for generative adversarial networks and empirically demonstrate on CIFAR-10 and CelebA the significant impact timescale separation has on training performance.",プレーヤー1の学習率が1で表され、プレーヤー2の学習率が次のように定義される非凸、非凹のゼロサムゲームで、有限のタイムスケール分離パラメーターが勾配降下-上昇に及ぼす役割を研究します。 2 =1。x^（*）がすべての（^（*）、）の勾配降下-上昇の安定した臨界点であるような有限のタイムスケール分離パラメーター^（*）が存在することを示します。厳密な局所最小最大平衡。さらに、対応する収束率とともに^（*）を計算するための明示的な構成を提供します。私たちが提示する収束結果は、非収束結果によって補完されます。厳密な局所ミニマックス平衡ではない臨界点x ^（*）が与えられると、x ^（*）がすべてに対して不安定になるような有限のタイムスケール分離0が存在します。 （0、）。最後に、結果を生成的敵対的ネットワークの勾配ペナルティ正則化手法に拡張し、CIFAR-10とCelebAで、タイムスケールの分離がトレーニングパフォーマンスに与える重要な影響を経験的に示します。,6.25,
Estimating informativeness of samples with Smooth Unique Information,"['Hrayr Harutyunyan', 'Alessandro Achille', 'Giovanni Paolini', 'Orchid Majumder', 'Avinash Ravichandran', 'Rahul Bhotika', 'Stefano Soatto']",https://openreview.net/forum?id=kEnBH98BGs5,"We define a notion of information that an individual sample provides to the training of a neural network, and we specialize it to measure both how much a sample informs the final weights and how much it informs the function computed by the weights. Though related, we show that these quantities have a  qualitatively different behavior. We give efficient approximations of these quantities using a linearized network and demonstrate empirically that the approximation is accurate for real-world architectures, such as pre-trained ResNets. We apply these measures to several problems, such as dataset summarization, analysis of under-sampled classes, comparison of informativeness of different data sources, and detection of adversarial and corrupted examples. Our work generalizes existing frameworks, but enjoys better computational properties for heavily over-parametrized models, which makes it possible to apply it to real-world networks.",個々のサンプルがニューラルネットワークのトレーニングに提供する情報の概念を定義し、サンプルが最終的な重みを通知する量と、重みによって計算された関数を通知する量の両方を測定するように特化します。関連していますが、これらの量は質的に異なる動作をすることを示しています。線形化されたネットワークを使用してこれらの量の効率的な近似を行い、事前にトレーニングされたResNetなどの実際のアーキテクチャで近似が正確であることを経験的に示します。これらの対策は、データセットの要約、サンプリング不足のクラスの分析、さまざまなデータソースの有益性の比較、敵対的で破損した例の検出など、いくつかの問題に適用されます。私たちの仕事は既存のフレームワークを一般化しますが、非常にパラメーター化されたモデルの計算特性が向上しているため、実際のネットワークに適用することができます。,6.25,https://d3i71xaburhd42.cloudfront.net/e557a52b1917c9efbd3a9c794faa80fc5f37d30c/7-Figure1-1.png
Adaptive Federated Optimization,"['Sashank J. Reddi', 'Zachary Charles', 'Manzil Zaheer', 'Zachary Garrett', 'Keith Rush', 'Jakub Konečný', 'Sanjiv Kumar', 'Hugh Brendan McMahan']",https://openreview.net/forum?id=LkFG3lB13U5,"Federated learning is a distributed machine learning paradigm in which a large number of clients coordinate with a central server to learn a model without sharing their own training data. Standard federated optimization methods such as Federated Averaging (FedAvg) are often difficult to tune and exhibit unfavorable convergence behavior. In non-federated settings, adaptive optimization methods have had notable success in combating such issues. In this work, we propose federated versions of adaptive optimizers, including Adagrad, Adam, and  Yogi, and analyze their convergence in the presence of heterogeneous data for general non-convex settings. Our results highlight the interplay between client heterogeneity and communication efficiency. We also perform extensive experiments on these methods and show that the use of adaptive optimizers can significantly improve the performance of federated learning.",統合学習は分散型機械学習パラダイムであり、多数のクライアントが中央サーバーと連携して、独自のトレーニングデータを共有せずにモデルを学習します。 Federated Averaging（FedAvg）などの標準的なフェデレーション最適化手法は、調整が難しく、好ましくない収束動作を示すことがよくあります。非連合環境では、適応最適化手法はそのような問題との闘いにおいて顕著な成功を収めてきました。この作業では、Adagrad、Adam、Yogiなどの適応オプティマイザーのフェデレーションバージョンを提案し、一般的な非凸設定の異種データの存在下での収束を分析します。私たちの結果は、クライアントの異質性と通信効率の間の相互作用を強調しています。また、これらの方法について広範な実験を行い、適応オプティマイザーを使用すると、連合学習のパフォーマンスを大幅に向上できることを示しています。,6.25,https://d3i71xaburhd42.cloudfront.net/9691d9bad193e9c371678d99c3fe5afe510dc845/10-Figure2-1.png
Personalized Federated Learning with First Order Model Optimization,"['Michael Zhang', 'Karan Sapra', 'Sanja Fidler', 'Serena Yeung', 'Jose M. Alvarez']",https://openreview.net/forum?id=ehJqJQk9cw,"While federated learning traditionally aims to train a single global model across decentralized local datasets, one model may not always be ideal for all participating clients. Here we propose an alternative, where each client only federates with other relevant clients to obtain a stronger model per client-specific objectives. To achieve this personalization, rather than computing a single model average with constant weights for the entire federation as in traditional FL, we efficiently calculate optimal weighted model combinations for each client, based on figuring out how much a client can benefit from another's model. We do not assume knowledge of any underlying data distributions or client similarities, and allow each client to optimize for arbitrary target distributions of interest, enabling greater flexibility for personalization. We evaluate and characterize our method on a variety of federated settings, datasets, and degrees of local data heterogeneity. Our method outperforms existing alternatives, while also enabling new features for personalized FL such as transfer outside of local data distributions.",連合学習は、従来、分散型ローカルデータセット全体で単一のグローバルモデルをトレーニングすることを目的としていますが、1つのモデルがすべての参加クライアントにとって常に理想的であるとは限りません。ここでは、各クライアントが他の関連するクライアントとのみ連携して、クライアント固有の目的ごとに強力なモデルを取得するという代替案を提案します。このパーソナライズを実現するために、従来のFLのようにフェデレーション全体で一定の重みを持つ単一のモデル平均を計算するのではなく、クライアントが別のモデルからどれだけの利益を得ることができるかを把握することに基づいて、各クライアントの最適な重み付きモデルの組み合わせを効率的に計算します。基礎となるデータ分布やクライアントの類似性に関する知識を前提とせず、各クライアントが関心のある任意のターゲット分布に合わせて最適化できるようにすることで、パーソナライズの柔軟性を高めます。さまざまなフェデレーション設定、データセット、およびローカルデータの不均一性の程度に基づいて、メソッドを評価および特性評価します。私たちの方法は、既存の代替手段よりも優れていると同時に、ローカルデータ配信の外部への転送など、パーソナライズされたFLの新機能を有効にします。,6.25,https://d3i71xaburhd42.cloudfront.net/30dba214afa23aa38340d9035ebfdbd77a135411/6-Figure1-1.png
Drop-Bottleneck: Learning Discrete Compressed Representation for Noise-Robust Exploration,"['Jaekyeom Kim', 'Minjung Kim', 'Dongyeon Woo', 'Gunhee Kim']",https://openreview.net/forum?id=1rxHOBjeDUW,"We propose a novel information bottleneck (IB) method named Drop-Bottleneck, which discretely drops input features that are irrelevant to the target variable. Drop-Bottleneck not only enjoys a simple and tractable compression objective but also additionally provides a deterministic compressed representation of the input variable, which is useful for inference tasks that require consistent representation. Moreover, it can perform feature selection considering each feature dimension's relevance to the target task, which is unattainable by most neural network-based IB methods. We propose an exploration method based on Drop-Bottleneck for reinforcement learning tasks. In a multitude of noisy and reward sparse maze navigation tasks in VizDoom (Kempka et al., 2016) and DMLab (Beattie et al., 2016), our exploration method achieves state-of-the-art performance. As a new IB framework, we demonstrate that Drop-Bottleneck outperforms Variational Information Bottleneck (VIB) (Alemi et al., 2017) in multiple aspects including adversarial robustness and dimensionality reduction.",Drop-Bottleneckという名前の新しい情報ボトルネック（IB）メソッドを提案します。これは、ターゲット変数に関係のない入力特徴を個別にドロップします。 Drop-Bottleneckは、シンプルで扱いやすい圧縮目標を享受するだけでなく、入力変数の決定論的な圧縮表現を提供します。これは、一貫した表現を必要とする推論タスクに役立ちます。さらに、ほとんどのニューラルネットワークベースのIB手法では達成できない、ターゲットタスクとの各特徴次元の関連性を考慮して特徴選択を実行できます。強化学習タスクのためのDrop-Bottleneckに基づく探索方法を提案します。 VizDoom（Kempka et al。、2016）およびDMLab（Beattie et al。、2016）の多数のノイズが多く、報酬がまばらな迷路ナビゲーションタスクで、私たちの探索方法は最先端のパフォーマンスを実現します。新しいIBフレームワークとして、敵対的な堅牢性や次元削減などの複数の側面で、Drop-BottleneckがVariational Information Bottleneck（VIB）（Alemi et al。、2017）よりも優れていることを示します。,6.25,
